date,unit_nav,cum_nav,ret_pct
2019-10-09,0.936,0.936,0.25
2019-10-10,0.9433,0.9433,0.78
2019-10-11,0.9609,0.9609,1.87
2019-10-14,0.9747,0.9747,1.44
2019-10-15,0.9622,0.9622,-1.28
2019-10-16,0.9579,0.9579,-0.45
2019-10-17,0.9531,0.9531,-0.5
2019-10-18,0.9318,0.9318,-2.23
2019-10-21,0.9229,0.9229,-0.96
2019-10-22,0.9286,0.9286,0.62
2019-10-23,0.9212,0.9212,-0.8
2019-10-24,0.9251,0.9251,0.42
2019-10-25,0.9359,0.9359,1.17
2019-10-28,0.9499,0.9499,1.5
2019-10-29,0.9295,0.9295,-2.15
2019-10-30,0.9215,0.9215,-0.86
2019-10-31,0.9207,0.9207,-0.09
2019-11-01,0.9332,0.9332,1.36
2019-11-04,0.9343,0.9343,0.12
2019-11-05,0.9471,0.9471,1.37
2019-11-06,0.9367,0.9367,-1.1
2019-11-07,0.9414,0.9414,0.5
2019-11-08,0.9287,0.9287,-1.35
2019-11-11,0.9109,0.9109,-1.92
2019-11-12,0.9137,0.9137,0.31
2019-11-13,0.9043,0.9043,-1.03
2019-11-14,0.905,0.905,0.08
2019-11-15,0.8952,0.8952,-1.08
2019-11-18,0.907,0.907,1.32
2019-11-19,0.9146,0.9146,0.84
2019-11-20,0.8998,0.8998,-1.62
2019-11-21,0.9002,0.9002,0.04
2019-11-22,0.8973,0.8973,-0.32
2019-11-25,0.902,0.902,0.52
2019-11-26,0.9026,0.9026,0.07
2019-11-27,0.8948,0.8948,-0.86
2019-11-28,0.8944,0.8944,-0.04
2019-11-29,0.8982,0.8982,0.42
2019-12-02,0.9046,0.9046,0.71
2019-12-03,0.9106,0.9106,0.66
2019-12-04,0.9079,0.9079,-0.3
2019-12-05,0.9222,0.9222,1.58
2019-12-06,0.926,0.926,0.41
2019-12-09,0.9245,0.9245,-0.16
2019-12-10,0.9227,0.9227,-0.19
2019-12-11,0.9238,0.9238,0.12
2019-12-12,0.9185,0.9185,-0.57
2019-12-13,0.9536,0.9536,3.82
2019-12-16,0.9692,0.9692,1.64
2019-12-17,0.9963,0.9963,2.8
2019-12-18,0.9993,0.9993,0.3
2019-12-19,0.9944,0.9944,-0.49
2019-12-20,0.9983,0.9983,0.39
2019-12-23,0.9729,0.9729,-2.54
2019-12-24,0.9829,0.9829,1.03
2019-12-25,0.9842,0.9842,0.13
2019-12-26,1.0098,1.0098,2.6
2019-12-27,0.988,0.988,-2.16
2019-12-30,1.0446,1.0446,5.73
