date,unit_nav,cum_nav,ret_pct
2019-06-12,0.253,0.253,0.0
2019-06-13,0.25,0.25,-1.1857707509881465
2019-06-14,0.242,0.242,-3.200000000000003
2019-06-17,0.239,0.239,-1.2396694214875992
2019-06-18,0.236,0.236,-1.2552301255230103
2019-06-19,0.244,0.244,3.3898305084745894
2019-06-20,0.248,0.248,1.6393442622950838
2019-06-21,0.252,0.252,1.6129032258064502
2019-06-24,0.253,0.253,0.3968253968253954
2019-06-25,0.248,0.248,-1.9762845849802368
2019-06-26,0.25,0.25,0.8064516129032251
2019-06-27,0.256,0.256,2.400000000000002
2019-06-28,0.251,0.251,-1.953125
2019-07-01,0.262,0.262,4.3824701195219085
2019-07-02,0.258,0.258,-1.526717557251911
2019-07-03,0.254,0.254,-1.5503875968992276
2019-07-04,0.251,0.251,-1.1811023622047223
2019-07-05,0.253,0.253,0.7968127490039834
2019-07-08,0.242,0.242,-4.34782608695653
2019-07-09,0.243,0.243,0.4132231404958775
2019-07-10,0.246,0.246,1.2345679012345734
2019-07-11,0.243,0.243,-1.2195121951219523
2019-07-12,0.242,0.242,-0.4115226337448541
2019-07-15,0.25,0.25,3.3057851239669533
2019-07-16,0.251,0.251,0.40000000000000036
2019-07-17,0.257,0.257,2.39043824701195
2019-07-18,0.252,0.252,-1.945525291828798
2019-07-19,0.254,0.254,0.7936507936507908
2019-07-22,0.25,0.25,-1.5748031496062964
2019-07-23,0.253,0.253,1.200000000000001
2019-07-24,0.259,0.259,2.371541501976293
2019-07-25,0.264,0.264,1.9305019305019266
2019-07-26,0.263,0.263,-0.37878787878787845
2019-07-29,0.267,0.267,1.520912547528508
2019-07-30,0.263,0.263,-1.4981273408239737
2019-07-31,0.266,0.266,1.1406844106463865
2019-08-01,0.263,0.263,-1.1278195488721776
2019-08-02,0.261,0.261,-0.760456273764254
2019-08-05,0.257,0.257,-1.532567049808431
2019-08-06,0.25,0.25,-2.7237354085603127
2019-08-07,0.245,0.245,-2.0000000000000018
2019-08-08,0.252,0.252,2.857142857142869
2019-08-09,0.247,0.247,-1.9841269841269882
2019-08-12,0.257,0.257,4.048582995951411
2019-08-13,0.255,0.255,-0.7782101167315147
2019-08-14,0.257,0.257,0.7843137254901933
2019-08-15,0.261,0.261,1.5564202334630295
2019-08-16,0.263,0.263,0.766283524904221
2019-08-19,0.274,0.274,4.1825095057034245
2019-08-20,0.274,0.274,0.0
2019-08-21,0.276,0.276,0.7299270072992803
2019-08-22,0.276,0.276,0.0
2019-08-23,0.272,0.272,-1.449275362318847
2019-08-26,0.272,0.272,0.0
