date,close
2026-06-22,140.649
2026-06-23,140.558
2026-06-24,140.619
2026-06-25,140.636
2026-06-26,140.721
2026-06-29,140.845
2026-06-30,140.792
2026-07-01,140.637
2026-07-02,140.695
2026-07-03,140.695
2026-07-06,140.753
2026-07-07,140.748
2026-07-08,140.799
2026-07-09,140.771
2026-07-10,140.782
2026-07-13,140.775
2026-07-14,140.798
2026-07-15,140.819
2026-07-16,140.789
2026-07-17,140.812
2026-07-20,140.815
2026-07-21,140.824
2026-07-22,140.899
2026-07-23,140.867
2026-07-24,140.874
2026-07-27,140.841
2026-07-28,140.832
2026-07-29,140.827
2026-07-30,140.853
2026-07-31,140.97
2026-08-03,140.957
