date,close,pct
2004-01-01,1009.34,0.93
2006-01-04,1009.34,0.93
2006-01-05,1032.57,2.3
2006-01-06,1046.89,1.39
2006-01-09,1057.86,1.05
2006-01-10,1061.69,0.36
2006-01-11,1063.56,0.18
2006-01-12,1077.66,1.33
2006-01-13,1076.83,-0.08
2006-01-16,1063.89,-1.2
2006-01-17,1065.09,0.11
2006-01-18,1087.02,2.06
2006-01-19,1106.72,1.81
2006-01-20,1108.93,0.2
2006-01-23,1121.93,1.17
2006-01-24,1125.84,0.35
2006-01-25,1133.3,0.66
2006-02-06,1165.6,2.85
2006-02-07,1160.99,-0.4
2006-02-08,1160.46,-0.05
2006-02-09,1149.27,-0.97
2006-02-10,1164.56,1.33
2006-02-13,1163.16,-0.12
2006-02-14,1164.91,0.15
2006-02-15,1166.65,0.15
2006-02-16,1146.19,-1.75
2006-02-17,1141.98,-0.37
2006-02-20,1149.09,0.62
2006-02-21,1168.06,1.65
2006-02-22,1176.42,0.72
2006-02-23,1172.02,-0.37
2006-02-24,1180.13,0.69
2006-02-27,1172.69,-0.63
2006-02-28,1177.72,0.43
2006-03-01,1176.85,-0.07
2006-03-02,1166.62,-0.87
2006-03-03,1178.21,0.99
2006-03-06,1183.02,0.41
2006-03-07,1155.38,-2.34
2006-03-08,1142.57,-1.11
2006-03-09,1139.91,-0.23
2006-03-10,1147.54,0.67
2006-03-13,1164.68,1.49
2006-03-14,1161.14,-0.3
2006-03-15,1174.22,1.13
2006-03-16,1171.87,-0.2
2006-03-17,1166.15,-0.49
2006-03-20,1181.12,1.28
2006-03-21,1188.4,0.62
2006-03-22,1190.65,0.19
2006-03-23,1194.19,0.3
2006-03-24,1193.08,-0.09
2006-03-27,1195.51,0.2
2006-03-28,1202.17,0.56
2006-03-29,1216.22,1.17
2006-03-30,1208.61,-0.63
2006-03-31,1211.46,0.24
2006-04-03,1223.19,0.97
2006-04-04,1232.23,0.74
2006-04-05,1232.65,0.03
2006-04-06,1229.17,-0.28
2006-04-07,1227.27,-0.15
2006-04-10,1245.09,1.45
2006-04-11,1258.4,1.07
2006-04-12,1254.39,-0.32
2006-04-13,1239.73,-1.17
2006-04-14,1273.63,2.73
2006-04-17,1279.06,0.43
2006-04-18,1286.15,0.55
2006-04-19,1283.84,-0.18
2006-04-20,1267.52,-1.27
2006-04-21,1278.46,0.86
2006-04-24,1258.72,-1.54
2006-04-25,1255.53,-0.25
2006-04-26,1275.65,1.6
2006-04-27,1275.4,-0.02
2006-04-28,1279.45,0.32
2006-05-08,1319.35,3.12
2006-05-09,1352.79,2.53
2006-05-10,1359.98,0.53
2006-05-11,1350.55,-0.69
2006-05-12,1377.6,2.0
2006-05-15,1430.61,3.85
2006-05-16,1413.39,-1.2
2006-05-17,1438.08,1.75
2006-05-18,1447.33,0.64
2006-05-19,1480.92,2.32
2006-05-22,1520.34,2.66
2006-05-23,1467.72,-3.46
2006-05-24,1431.44,-2.47
2006-05-25,1423.61,-0.55
2006-05-26,1454.68,2.18
2006-05-29,1503.17,3.33
2006-05-30,1519.96,1.12
2006-05-31,1510.49,-0.62
2006-06-01,1556.05,3.02
2006-06-02,1552.32,-0.24
2006-06-05,1571.49,1.24
2006-06-06,1557.97,-0.86
2006-06-07,1459.64,-6.31
2006-06-08,1459.19,-0.03
2006-06-09,1429.26,-2.05
2006-06-12,1433.88,0.32
2006-06-13,1438.22,0.3
2006-06-14,1415.65,-1.57
2006-06-15,1407.57,-0.57
2006-06-16,1439.95,2.3
2006-06-19,1459.76,1.38
2006-06-20,1460.99,0.09
2006-06-21,1457.89,-0.21
2006-06-22,1442.59,-1.05
2006-06-23,1442.81,0.02
2006-06-26,1468.8,1.8
2006-06-27,1467.23,-0.11
2006-06-28,1476.56,0.64
2006-06-29,1513.96,2.53
2006-06-30,1512.2,-0.12
2006-07-03,1536.17,1.59
2006-07-04,1524.43,-0.76
2006-07-05,1505.7,-1.23
2006-07-06,1537.53,2.11
2006-07-07,1529.34,-0.53
2006-07-10,1528.4,-0.06
2006-07-11,1533.45,0.33
2006-07-12,1534.95,0.1
2006-07-13,1445.44,-5.83
2006-07-14,1454.46,0.62
2006-07-17,1475.86,1.47
2006-07-18,1479.66,0.26
2006-07-19,1454.78,-1.68
2006-07-20,1462.86,0.56
2006-07-21,1468.4,0.38
2006-07-24,1470.55,0.15
2006-07-25,1488.26,1.2
2006-07-26,1486.15,-0.14
2006-07-27,1463.38,-1.53
2006-07-28,1459.53,-0.26
2006-07-31,1407.92,-3.54
2006-08-01,1393.26,-1.04
2006-08-02,1385.75,-0.54
2006-08-03,1381.68,-0.29
2006-08-04,1351.01,-2.22
2006-08-07,1329.83,-1.57
2006-08-08,1367.14,2.81
2006-08-09,1366.93,-0.02
2006-08-10,1387.88,1.53
2006-08-11,1389.53,0.12
2006-08-14,1363.24,-1.89
2006-08-15,1383.33,1.47
2006-08-16,1404.2,1.51
2006-08-17,1384.41,-1.41
2006-08-18,1375.5,-0.64
2006-08-21,1375.44,-0.01
2006-08-22,1382.8,0.54
2006-08-23,1382.85,0.0
2006-08-24,1386.63,0.27
2006-08-25,1391.61,0.36
2006-08-28,1422.42,2.21
2006-08-29,1420.79,-0.11
2006-08-30,1427.75,0.49
2006-08-31,1450.95,1.63
2006-09-01,1437.68,-0.92
2006-09-04,1456.89,1.34
2006-09-05,1452.09,-0.33
2006-09-06,1457.18,0.35
2006-09-07,1436.31,-1.43
2006-09-08,1434.8,-0.11
2006-09-11,1442.75,0.55
2006-09-12,1447.21,0.31
2006-09-13,1435.35,-0.82
2006-09-14,1431.42,-0.27
2006-09-15,1452.73,1.49
2006-09-18,1476.92,1.67
2006-09-19,1472.7,-0.29
2006-09-20,1471.6,-0.07
2006-09-21,1476.19,0.31
2006-09-22,1460.99,-1.03
2006-09-25,1452.01,-0.62
2006-09-26,1444.73,-0.5
2006-09-27,1450.9,0.43
2006-09-28,1459.8,0.61
2006-09-29,1473.44,0.93
2006-10-09,1498.53,1.7
2006-10-10,1507.37,0.59
2006-10-11,1515.78,0.56
2006-10-12,1525.53,0.64
2006-10-13,1532.8,0.48
2006-10-16,1530.98,-0.12
2006-10-17,1524.52,-0.42
2006-10-18,1546.22,1.42
2006-10-19,1546.1,-0.01
2006-10-20,1542.22,-0.25
2006-10-23,1513.69,-1.85
2006-10-24,1544.07,2.01
2006-10-25,1539.77,-0.28
2006-10-26,1545.22,0.35
2006-10-27,1536.59,-0.56
2006-10-30,1563.42,1.75
2006-10-31,1580.26,1.08
2006-11-01,1596.59,1.03
2006-11-02,1614.58,1.13
2006-11-03,1609.57,-0.31
2006-11-06,1637.19,1.72
2006-11-07,1630.21,-0.43
2006-11-08,1601.67,-1.75
2006-11-09,1614.23,0.79
2006-11-10,1579.18,-2.17
2006-11-13,1532.59,-2.95
2006-11-14,1534.19,0.11
2006-11-15,1583.14,3.19
2006-11-16,1567.52,-0.99
2006-11-17,1599.43,2.04
2006-11-20,1611.11,0.73
2006-11-21,1626.43,0.95
