date,open,close,high,low,vol
2004-01-02,997.000,1011.35,1021.570,993.890,8064650.000
2004-01-05,1008.280,1060.8,1060.900,1008.280,14468200.000
2004-01-06,1059.140,1075.66,1086.690,1059.090,16991300.000
2004-01-07,1075.560,1086.3,1095.840,1070.980,13729400.000
2004-01-08,1087.680,1102.66,1108.290,1082.510,10780400.000
2004-01-09,1105.770,1081.79,1115.460,1079.070,13467400.000
2004-01-12,1081.810,1116.8,1117.510,1079.770,10233900.000
2004-01-13,1120.150,1102.34,1123.660,1089.630,9837189.000
2004-01-14,1101.440,1079.72,1101.670,1076.870,7120500.000
2004-01-15,1078.530,1073.98,1088.670,1070.730,6179210.000
2004-01-16,1076.640,1083.65,1087.820,1067.850,7174170.000
2004-01-29,1086.660,1100.6,1101.030,1084.450,5791230.000
2004-01-30,1102.170,1067.55,1103.700,1066.440,7761120.000
2004-02-02,1107.490,1091.73,1116.310,1069.970,15432900.000
2004-02-03,1091.860,1102.95,1103.240,1084.390,8411110.000
2004-02-04,1104.740,1128.44,1130.140,1104.740,10535000.000
2004-02-05,1135.620,1127.9,1136.420,1118.170,9774310.000
2004-02-06,1125.490,1122.08,1139.090,1108.910,11140300.000
2004-02-09,1122.290,1134.61,1134.910,1122.280,8598300.000
2004-02-10,1137.720,1120.96,1141.990,1116.930,8662779.000
2004-02-11,1121.810,1110.06,1123.770,1100.240,9246320.000
2004-02-12,1110.830,1094.11,1122.480,1092.290,9581600.000
2004-02-13,1094.000,1096.36,1105.820,1088.860,6904820.000
2004-02-16,1098.860,1123.75,1124.350,1098.860,7623410.000
2004-02-17,1127.100,1123.62,1132.710,1121.280,8815900.000
2004-02-18,1123.700,1129.28,1136.530,1119.630,8093710.000
2004-02-19,1130.400,1122.38,1138.080,1119.670,7130800.000
2004-02-20,1122.930,1124.66,1125.370,1112.940,5988760.000
2004-02-23,1126.230,1093.14,1129.520,1092.010,8802510.000
2004-02-24,1090.250,1093.1,1095.940,1072.330,8449379.000
2004-02-25,1094.430,1070.36,1104.350,1067.130,8064050.000
2004-02-26,1068.120,1079.9,1080.230,1061.200,8100889.000
2004-02-27,1081.710,1088.72,1090.890,1079.930,7293070.000
2004-03-01,1089.650,1094.24,1095.230,1076.080,6441710.000
2004-03-02,1096.100,1093.39,1099.710,1086.720,5577319.000
2004-03-03,1093.360,1072.64,1093.740,1067.940,5214819.000
2004-03-04,1070.900,1078.35,1079.270,1061.890,4810430.000
2004-03-05,1080.340,1071.58,1083.140,1070.300,3365030.000
2004-03-08,1070.110,1057.1,1075.750,1056.040,4599850.000
2004-03-09,1057.360,1061.16,1075.220,1056.880,6918020.000
2004-03-10,1062.980,1091.1,1091.350,1062.980,6113969.000
2004-03-11,1092.740,1095.56,1102.220,1086.550,5761789.000
2004-03-12,1096.350,1099.08,1102.130,1088.440,5236100.000
2004-03-15,1100.400,1131.68,1134.280,1100.150,10252100.000
2004-03-16,1136.270,1135.57,1139.490,1127.850,7329360.000
2004-03-17,1136.450,1135.17,1139.280,1124.600,5489800.000
2004-03-18,1134.930,1111.85,1141.810,1110.320,6869800.000
2004-03-19,1110.440,1129.78,1130.260,1107.100,5885989.000
2004-03-22,1130.870,1134.79,1141.810,1126.190,5093689.000
2004-03-23,1133.990,1121.33,1134.130,1115.670,5587539.000
2004-03-24,1120.210,1115.51,1125.060,1109.330,4800139.000
2004-03-25,1114.750,1115.24,1126.190,1108.180,4609219.000
2004-03-26,1115.490,1112.78,1118.720,1105.550,5394550.000
2004-03-29,1112.280,1101.66,1115.050,1100.430,5336269.000
2004-03-30,1100.800,1101.27,1106.010,1093.120,4158680.000
2004-03-31,1102.290,1108.54,1113.740,1097.870,4247860.000
2004-04-01,1109.720,1123.44,1124.250,1108.910,4682710.000
2004-04-02,1125.360,1127.81,1133.440,1122.640,5788950.000
2004-04-05,1128.510,1118.27,1129.810,1112.290,6259750.000
2004-04-06,1117.890,1123.86,1124.020,1106.600,5545980.000
2004-04-07,1124.250,1117.44,1125.630,1116.130,4674500.000
2004-04-08,1117.120,1112.84,1118.470,1109.780,5758739.000
2004-04-09,1113.720,1088.16,1119.150,1083.330,6921970.000
2004-04-12,1082.450,1080.08,1087.480,1071.120,5021169.000
2004-04-13,1081.050,1072.73,1087.320,1070.840,4958850.000
2004-04-14,1072.200,1065.68,1074.630,1052.920,4838039.000
2004-04-15,1066.180,1055.89,1072.240,1053.080,3601200.000
2004-04-16,1056.800,1071.23,1071.550,1049.030,4437639.000
2004-04-19,1072.500,1054.74,1073.400,1052.500,4078680.000
2004-04-20,1053.440,1052.24,1059.420,1045.200,3393889.000
2004-04-21,1053.380,1043.53,1061.650,1040.370,4492800.000
2004-04-22,1042.470,1050.76,1055.210,1039.350,4135650.000
2004-04-23,1048.230,1034.41,1048.270,1032.870,3236350.000
2004-04-26,1034.040,1039.0,1041.590,1030.060,2507980.000
2004-04-27,1040.920,1031.22,1045.240,1027.610,3599319.000
2004-04-28,1028.460,1029.81,1034.910,1015.870,3733430.000
2004-04-29,1028.580,1016.51,1037.750,1015.500,4811469.000
2004-04-30,1017.640,1025.95,1029.620,1011.210,4781900.000
2004-05-10,1028.460,996.16,1031.020,993.640,2797280.000
2004-05-11,994.050,1003.9,1006.170,989.310,2133180.000
2004-05-12,1004.800,1025.02,1025.410,1001.970,3201940.000
2004-05-13,1026.670,1021.0,1026.820,1016.250,2105180.000
2004-05-14,1020.900,997.95,1021.310,994.950,2675900.000
2004-05-17,993.140,981.74,999.450,980.670,2975700.000
2004-05-18,978.300,989.21,989.500,966.060,5222880.000
2004-05-19,989.870,988.92,1001.900,981.120,3852339.000
2004-05-20,988.990,985.93,1000.270,981.280,2613290.000
2004-05-21,985.930,994.45,995.180,985.140,2583700.000
2004-05-24,995.080,991.85,997.720,989.210,2052459.000
2004-05-25,991.770,978.59,992.000,977.220,2311800.000
2004-05-26,976.520,985.0,986.940,972.410,1774619.000
2004-05-27,984.580,1003.29,1006.690,977.730,4014930.000
2004-05-28,1003.930,995.64,1005.880,994.410,2102530.000
2004-05-31,995.830,1001.19,1003.760,994.680,1787669.000
2004-06-01,1000.280,1014.17,1014.210,999.330,2904100.000
2004-06-02,1014.310,1001.69,1014.710,999.220,2656619.000
2004-06-03,1001.000,986.45,1001.140,985.100,2088330.000
2004-06-04,985.550,986.22,992.030,981.610,2090800.000
2004-06-07,984.040,973.22,984.080,967.640,2163269.000
2004-06-08,971.030,954.77,974.650,952.840,3290360.000
2004-06-09,952.190,941.3,956.680,938.960,3092359.000
2004-06-10,939.500,944.25,951.350,936.640,2851580.000
2004-06-11,947.500,942.86,961.570,941.540,2948909.000
2004-06-14,941.040,924.59,941.040,919.530,2891000.000
2004-06-15,922.930,942.68,948.280,919.960,3057259.000
2004-06-16,943.360,947.16,959.000,933.480,3362610.000
2004-06-17,946.560,926.04,948.360,924.790,2590709.000
2004-06-18,922.340,910.19,922.340,899.270,3572030.000
2004-06-21,904.950,909.05,913.910,899.220,2125600.000
2004-06-22,908.860,918.8,924.620,905.940,2503209.000
2004-06-23,918.430,912.85,918.430,905.410,2227280.000
2004-06-24,911.360,906.42,918.320,905.000,2311609.000
2004-06-25,904.470,891.79,912.880,890.220,2448650.000
2004-06-28,887.160,883.76,892.580,880.530,2246050.000
2004-06-29,885.060,901.05,901.390,877.320,3139659.000
2004-06-30,900.340,897.71,907.370,894.190,2700640.000
2004-07-01,896.380,925.0,927.620,896.010,4460069.000
2004-07-02,924.080,926.62,931.420,917.040,3160890.000
2004-07-05,925.370,928.67,928.750,919.000,3307350.000
2004-07-06,928.760,931.88,944.290,928.390,4226019.000
2004-07-07,930.680,923.86,930.740,921.240,2119080.000
2004-07-08,922.630,927.03,927.370,917.470,2079330.000
2004-07-09,927.220,923.2,936.920,922.280,2256250.000
2004-07-12,919.790,904.55,919.790,901.520,2528340.000
2004-07-13,902.270,906.97,909.930,898.080,2118869.000
2004-07-14,907.520,912.19,914.710,897.230,3050080.000
2004-07-15,912.920,925.68,926.250,909.650,4554939.000
2004-07-16,927.400,946.18,948.850,926.430,8371489.000
2004-07-19,946.340,947.42,954.160,938.690,4251250.000
2004-07-20,945.730,939.22,946.010,934.720,3715869.000
2004-07-21,937.450,940.51,943.110,932.280,2326509.000
2004-07-22,940.380,913.14,941.760,910.210,4832680.000
2004-07-23,910.210,915.04,915.990,901.760,4391589.000
2004-07-26,910.310,903.75,914.240,899.640,2626180.000
2004-07-27,902.900,903.32,909.440,896.240,2956940.000
2004-07-28,904.290,906.05,914.040,891.720,3524550.000
2004-07-29,905.670,918.79,918.860,905.540,4066010.000
2004-07-30,919.940,906.27,920.520,905.630,3201300.000
2004-08-02,901.810,900.02,905.900,897.610,1996490.000
2004-08-03,898.490,893.3,905.300,891.760,2333150.000
2004-08-04,893.060,923.02,938.230,888.790,7671839.000
2004-08-05,919.840,909.08,929.260,907.700,4403869.000
2004-08-06,908.330,911.55,920.020,904.550,3389739.000
2004-08-09,909.420,920.76,922.940,906.660,2936669.000
2004-08-10,921.700,926.54,927.930,918.080,2537300.000
2004-08-11,926.480,914.61,926.940,911.860,2506019.000
2004-08-12,909.680,907.83,909.680,899.660,2661769.000
2004-08-13,901.260,907.0,914.540,898.730,3755419.000
2004-08-16,905.520,904.01,912.120,901.450,2578840.000
2004-08-17,903.780,910.86,912.700,898.870,2079080.000
2004-08-18,910.930,911.85,922.170,910.410,2594000.000
2004-08-19,911.480,903.32,911.480,898.990,2478490.000
2004-08-20,900.850,904.83,909.520,896.700,2524750.000
2004-08-23,903.190,889.66,903.210,889.030,2073580.000
2004-08-24,887.910,897.77,900.310,883.260,2423680.000
2004-08-25,897.650,894.37,899.260,892.140,1545020.000
2004-08-26,893.450,892.1,895.650,886.430,1530229.000
2004-08-27,891.990,883.7,894.890,879.660,2079709.000
2004-08-30,880.650,882.05,884.710,876.550,1639109.000
2004-08-31,896.860,895.78,908.210,888.370,2910150.000
2004-09-01,894.620,880.54,894.620,879.400,2020119.000
2004-09-02,878.630,881.57,882.630,867.020,3159290.000
2004-09-03,882.080,879.42,884.160,875.380,1597270.000
2004-09-06,878.400,874.69,879.270,871.150,1700450.000
2004-09-07,874.100,877.77,878.860,869.870,1597379.000
2004-09-08,877.140,864.59,877.750,858.860,3834100.000
2004-09-09,862.360,848.46,862.540,847.070,2960519.000
2004-09-10,846.380,851.97,852.650,839.930,1800980.000
2004-09-13,850.220,834.1,850.220,833.090,1863480.000
2004-09-14,838.550,860.1,864.660,838.550,3962950.000
2004-09-15,862.570,892.77,905.620,859.890,8520689.000
2004-09-16,899.900,903.4,909.910,893.380,6511719.000
2004-09-17,905.570,932.32,932.820,901.650,9875810.000
2004-09-20,939.420,965.11,965.290,938.460,13134300.000
2004-09-21,967.560,955.0,967.780,947.780,9068589.000
2004-09-22,951.840,933.1,957.470,929.850,9021500.000
2004-09-23,931.670,967.32,967.760,926.370,6197819.000
2004-09-24,975.120,951.09,991.730,950.340,13635400.000
2004-09-27,964.020,946.14,971.350,940.370,6380100.000
2004-09-28,948.180,947.77,954.100,937.300,4336169.000
2004-09-29,948.510,936.46,950.990,934.950,3887719.000
2004-09-30,936.380,924.35,938.690,920.540,4317369.000
2004-10-08,922.800,936.01,936.240,904.980,4731580.000
2004-10-11,936.480,923.22,938.640,920.600,6302680.000
2004-10-12,920.780,902.72,921.420,900.190,5108730.000
2004-10-13,901.270,901.97,909.130,894.670,4251089.000
2004-10-14,902.470,876.82,903.480,874.700,4972230.000
2004-10-15,873.760,879.72,884.780,867.300,4002419.000
2004-10-18,880.270,882.66,887.640,869.040,2558550.000
2004-10-19,885.380,884.93,901.290,882.850,3456119.000
2004-10-20,884.540,879.39,884.540,867.600,3347710.000
2004-10-21,879.660,864.31,885.560,861.610,6055730.000
2004-10-22,864.380,878.74,881.190,858.600,5223960.000
2004-10-25,886.050,865.65,893.110,864.420,5931400.000
2004-10-26,864.430,875.85,875.960,851.450,5815650.000
2004-10-27,876.980,884.85,885.100,866.560,7450789.000
2004-10-28,885.410,882.91,892.780,879.470,5923450.000
2004-10-29,867.570,870.79,881.240,860.680,6156769.000
2004-11-01,869.170,862.83,875.430,862.420,3896210.000
2004-11-02,861.960,862.25,865.190,853.390,3505450.000
2004-11-03,864.360,877.53,879.060,862.050,4218239.000
2004-11-04,877.760,860.81,885.610,858.140,4641810.000
2004-11-05,864.710,862.26,870.060,857.460,3029200.000
2004-11-08,860.630,864.34,866.150,853.310,1998290.000
2004-11-09,864.890,864.57,871.220,860.280,1788280.000
2004-11-10,867.100,897.77,904.270,860.960,8588039.000
2004-11-11,900.340,894.11,914.360,893.300,8506179.000
2004-11-12,893.170,898.17,902.980,890.350,4457510.000
2004-11-15,900.660,906.98,909.550,899.620,3977230.000
2004-11-16,908.490,906.73,911.100,901.110,3617669.000
2004-11-17,906.300,896.1,906.880,892.930,2814600.000
2004-11-18,894.320,900.82,901.220,893.480,2569919.000
2004-11-19,902.480,906.99,907.570,898.240,3370419.000
2004-11-22,907.050,905.84,910.050,901.670,3468380.000
2004-11-23,905.790,893.28,905.790,892.650,3242430.000
2004-11-24,893.390,889.12,902.690,888.210,3688189.000
2004-11-25,889.430,890.78,893.890,883.690,3499110.000
2004-11-26,890.380,889.08,893.460,888.210,2130380.000
2004-11-29,887.760,879.26,889.290,877.980,2315850.000
2004-11-30,878.350,879.31,882.500,875.890,2094159.000
2004-12-01,880.070,875.4,881.770,874.660,1909959.000
2004-12-02,874.880,871.12,875.050,865.130,3010869.000
2004-12-03,870.570,871.56,878.270,869.570,2335740.000
2004-12-06,872.280,875.0,877.900,865.960,1828540.000
2004-12-07,875.440,868.29,878.190,867.730,2164090.000
2004-12-08,874.600,868.9,878.490,867.070,2037740.000
2004-12-09,869.010,878.72,890.500,861.820,5684880.000
2004-12-10,877.160,868.43,881.450,867.740,2988530.000
2004-12-13,864.350,865.76,867.740,859.000,2270800.000
2004-12-14,865.380,862.06,870.080,860.350,2560080.000
2004-12-15,862.260,867.6,872.110,854.850,3944489.000
2004-12-16,867.380,867.0,875.760,861.170,3414480.000
2004-12-17,865.520,857.25,866.040,855.630,2360690.000
2004-12-20,853.000,845.68,853.160,842.720,2791119.000
2004-12-21,847.350,845.38,855.080,842.650,2644309.000
