date,close
2022-06-23,0.977
2022-06-24,0.979
2022-06-27,0.98
2022-06-28,0.987
2022-06-29,0.967
2022-06-30,0.976
2022-07-01,0.963
2022-07-04,0.967
2022-07-05,0.954
2022-07-06,0.943
2022-07-07,0.941
2022-07-08,0.935
2022-07-11,0.924
2022-07-12,0.929
2022-07-13,0.927
2022-07-14,0.92
2022-07-15,0.896
2022-07-18,0.915
2022-07-19,0.923
2022-07-20,0.923
2022-07-21,0.914
2022-07-22,0.916
2022-07-25,0.905
2022-07-26,0.911
2022-07-27,0.908
2022-07-28,0.915
2022-07-29,0.907
2022-08-01,0.9
2022-08-02,0.871
2022-08-03,0.866
2022-08-04,0.874
2022-08-05,0.895
2022-08-08,0.895
2022-08-09,0.892
2022-08-10,0.889
2022-08-11,0.938
2022-08-12,0.935
2022-08-15,0.927
2022-08-16,0.925
2022-08-17,0.944
2022-08-18,0.936
2022-08-19,0.931
2022-08-22,0.929
2022-08-23,0.931
2022-08-24,0.919
2022-08-25,0.937
2022-08-26,0.927
2022-08-29,0.922
2022-08-30,0.923
2022-08-31,0.929
2022-09-01,0.917
2022-09-02,0.913
2022-09-05,0.92
2022-09-06,0.931
2022-09-07,0.925
2022-09-08,0.922
2022-09-09,0.939
2022-09-13,0.937
2022-09-14,0.923
2022-09-15,0.922
2022-09-16,0.869
2022-09-19,0.859
2022-09-20,0.859
2022-09-21,0.86
2022-09-22,0.855
2022-09-23,0.856
2022-09-26,0.838
2022-09-27,0.845
2022-09-28,0.831
2022-09-29,0.82
2022-09-30,0.816
2022-10-10,0.808
2022-10-11,0.816
2022-10-12,0.835
2022-10-13,0.83
2022-10-14,0.845
2022-10-17,0.849
2022-10-18,0.845
2022-10-19,0.837
2022-10-20,0.84
2022-10-21,0.844
2022-10-24,0.826
2022-10-25,0.811
2022-10-26,0.818
2022-10-27,0.822
2022-10-28,0.804
2022-10-31,0.805
2022-11-01,0.83
2022-11-02,0.832
2022-11-03,0.827
2022-11-04,0.85
2022-11-07,0.848
2022-11-08,0.845
2022-11-09,0.842
2022-11-10,0.848
2022-11-11,0.869
2022-11-14,0.876
2022-11-15,0.908
2022-11-16,0.892
2022-11-17,0.896
2022-11-18,0.884
2022-11-21,0.869
2022-11-22,0.87
2022-11-23,0.871
2022-11-24,0.867
2022-11-25,0.876
2022-11-28,0.862
2022-11-29,0.894
2022-11-30,0.894
2022-12-01,0.897
2022-12-02,0.894
2022-12-05,0.926
2022-12-06,0.921
2022-12-07,0.912
2022-12-08,0.91
2022-12-09,0.918
2022-12-12,0.896
2022-12-13,0.897
2022-12-14,0.903
2022-12-15,0.896
2022-12-16,0.893
2022-12-19,0.868
2022-12-20,0.863
2022-12-21,0.863
2022-12-22,0.862
2022-12-23,0.865
2022-12-26,0.862
2022-12-27,0.873
2022-12-28,0.867
2022-12-29,0.865
2022-12-30,0.869
2023-01-03,0.864
2023-01-04,0.866
2023-01-05,0.883
2023-01-06,0.884
2023-01-09,0.899
2023-01-10,0.898
2023-01-11,0.892
2023-01-12,0.9
2023-01-13,0.918
2023-01-16,0.947
2023-01-17,0.959
2023-01-18,0.955
2023-01-19,0.975
2023-01-20,0.969
2023-01-30,0.961
2023-01-31,0.956
2023-02-01,0.981
2023-02-02,0.961
2023-02-03,0.953
2023-02-06,0.935
2023-02-07,0.938
2023-02-08,0.929
2023-02-09,0.944
2023-02-10,0.936
2023-02-13,0.942
2023-02-14,0.94
2023-02-15,0.931
2023-02-16,0.926
2023-02-17,0.909
2023-02-20,0.946
2023-02-21,0.948
2023-02-22,0.939
2023-02-23,0.947
2023-02-24,0.931
2023-02-27,0.919
2023-02-28,0.927
2023-03-01,0.94
2023-03-02,0.937
2023-03-03,0.944
2023-03-06,0.93
2023-03-07,0.914
2023-03-08,0.913
2023-03-09,0.908
2023-03-10,0.896
2023-03-13,0.9
2023-03-14,0.891
2023-03-15,0.896
2023-03-16,0.89
2023-03-17,0.905
2023-03-20,0.895
2023-03-21,0.903
2023-03-22,0.898
2023-03-23,0.909
2023-03-24,0.911
2023-03-27,0.916
2023-03-28,0.906
2023-03-29,0.901
2023-03-30,0.906
2023-03-31,0.905
2023-04-03,0.942
2023-04-04,0.946
2023-04-06,0.939
2023-04-07,0.949
2023-04-10,0.939
2023-04-11,0.949
2023-04-12,0.952
2023-04-13,0.94
2023-04-14,0.941
2023-04-17,0.967
2023-04-18,0.962
2023-04-19,0.947
2023-04-20,0.951
2023-04-21,0.916
2023-04-24,0.9
2023-04-25,0.904
2023-04-26,0.902
2023-04-27,0.908
2023-04-28,0.928
2023-05-04,0.939
2023-05-05,0.953
2023-05-08,0.972
2023-05-09,0.983
2023-05-10,0.955
2023-05-11,0.954
2023-05-12,0.941
2023-05-15,0.955
2023-05-16,0.946
2023-05-17,0.944
2023-05-18,0.941
2023-05-19,0.928
2023-05-22,0.926
2023-05-23,0.913
2023-05-24,0.899
2023-05-25,0.901
2023-05-26,0.903
2023-05-29,0.894
2023-05-30,0.897
2023-05-31,0.891
2023-06-01,0.893
2023-06-02,0.899
2023-06-05,0.894
2023-06-06,0.882
2023-06-07,0.883
2023-06-08,0.894
2023-06-09,0.892
2023-06-12,0.883
2023-06-13,0.888
2023-06-14,0.889
2023-06-15,0.902
2023-06-16,0.906
2023-06-19,0.898
2023-06-20,0.895
2023-06-21,0.879
2023-06-26,0.858
2023-06-27,0.866
2023-06-28,0.866
2023-06-29,0.863
2023-06-30,0.879
2023-07-03,0.891
2023-07-04,0.891
2023-07-05,0.885
2023-07-06,0.885
2023-07-07,0.89
2023-07-10,0.89
2023-07-11,0.895
2023-07-12,0.889
2023-07-13,0.903
2023-07-14,0.901
2023-07-17,0.896
2023-07-18,0.899
2023-07-19,0.904
2023-07-20,0.896
2023-07-21,0.899
2023-07-24,0.898
2023-07-25,0.949
2023-07-26,0.946
2023-07-27,0.936
2023-07-28,1.017
2023-07-31,1.013
2023-08-01,1.011
2023-08-02,1.018
2023-08-03,1.054
2023-08-04,1.063
2023-08-07,1.066
2023-08-08,1.059
2023-08-09,1.053
2023-08-10,1.074
2023-08-11,1.027
2023-08-14,1.017
2023-08-15,1.036
2023-08-16,1.038
2023-08-17,1.038
2023-08-18,1.021
2023-08-21,0.985
2023-08-22,1.004
2023-08-23,0.977
2023-08-24,0.992
2023-08-25,0.998
2023-08-28,1.023
2023-08-29,1.016
2023-08-30,0.987
2023-08-31,0.968
2023-09-01,0.969
2023-09-04,0.976
2023-09-05,0.967
2023-09-06,0.964
2023-09-07,0.959
2023-09-08,0.964
2023-09-11,0.979
2023-09-12,0.968
2023-09-13,0.957
2023-09-14,0.961
2023-09-15,0.957
2023-09-18,0.955
2023-09-19,0.956
2023-09-20,0.952
2023-09-21,0.945
2023-09-22,0.974
2023-09-25,0.95
2023-09-26,0.952
2023-09-27,0.953
2023-09-28,0.947
2023-10-09,0.935
2023-10-10,0.932
2023-10-11,0.93
2023-10-12,0.941
2023-10-13,0.931
2023-10-16,0.929
2023-10-17,0.942
2023-10-18,0.941
2023-10-19,0.935
2023-10-20,0.938
2023-10-23,0.914
2023-10-24,0.945
2023-10-25,0.944
2023-10-26,0.943
2023-10-27,0.947
2023-10-30,0.943
2023-10-31,0.945
2023-11-01,0.942
2023-11-02,0.935
2023-11-03,0.946
2023-11-06,0.984
2023-11-07,0.987
2023-11-08,0.979
2023-11-09,0.975
2023-11-10,0.975
2023-11-13,0.97
2023-11-14,0.983
2023-11-15,0.984
2023-11-16,0.975
2023-11-17,0.979
2023-11-20,0.975
2023-11-21,0.973
2023-11-22,0.964
2023-11-23,0.967
2023-11-24,0.957
2023-11-27,0.946
2023-11-28,0.945
2023-11-29,0.936
2023-11-30,0.938
2023-12-01,0.945
2023-12-04,0.942
2023-12-05,0.93
2023-12-06,0.927
2023-12-07,0.932
2023-12-08,0.925
2023-12-11,0.94
2023-12-12,0.936
2023-12-13,0.925
2023-12-14,0.921
2023-12-15,0.921
2023-12-18,0.92
2023-12-19,0.918
2023-12-20,0.893
2023-12-21,0.893
2023-12-22,0.89
2023-12-25,0.885
2023-12-26,0.874
2023-12-27,0.882
2023-12-28,0.902
2023-12-29,0.902
2024-01-02,0.891
2024-01-03,0.892
2024-01-04,0.884
2024-01-05,0.877
2024-01-08,0.86
2024-01-09,0.858
2024-01-10,0.854
2024-01-11,0.862
2024-01-12,0.853
2024-01-15,0.852
2024-01-16,0.863
2024-01-17,0.847
2024-01-18,0.855
2024-01-19,0.846
2024-01-22,0.828
2024-01-23,0.845
2024-01-24,0.887
2024-01-25,0.89
2024-01-26,0.89
2024-01-29,0.875
2024-01-30,0.864
2024-01-31,0.855
2024-02-01,0.852
2024-02-02,0.833
2024-02-05,0.815
2024-02-06,0.863
2024-02-07,0.873
2024-02-08,0.881
2024-02-19,0.871
2024-02-20,0.882
2024-02-21,0.891
2024-02-22,0.901
2024-02-23,0.902
2024-02-26,0.895
2024-02-27,0.909
2024-02-28,0.895
2024-02-29,0.913
2024-03-01,0.92
2024-03-04,0.908
2024-03-05,0.901
2024-03-06,0.902
2024-03-07,0.89
2024-03-08,0.892
2024-03-11,0.906
2024-03-12,0.912
2024-03-13,0.898
2024-03-14,0.891
2024-03-15,0.896
2024-03-18,0.917
2024-03-19,0.9
2024-03-20,0.902
2024-03-21,0.906
2024-03-22,0.89
2024-03-25,0.864
2024-03-26,0.866
2024-03-27,0.851
2024-03-28,0.853
2024-03-29,0.856
2024-04-01,0.869
2024-04-02,0.863
2024-04-03,0.856
2024-04-08,0.842
2024-04-09,0.845
2024-04-10,0.829
2024-04-11,0.826
2024-04-12,0.811
2024-04-15,0.824
2024-04-16,0.809
2024-04-17,0.825
2024-04-18,0.832
2024-04-19,0.827
2024-04-22,0.829
2024-04-23,0.827
2024-04-24,0.828
2024-04-25,0.827
2024-04-26,0.878
2024-04-29,0.889
2024-04-30,0.873
2024-05-06,0.878
2024-05-07,0.875
2024-05-08,0.862
2024-05-09,0.87
2024-05-10,0.876
2024-05-13,0.878
2024-05-14,0.883
2024-05-15,0.859
2024-05-16,0.858
2024-05-17,0.871
2024-05-20,0.872
2024-05-21,0.866
2024-05-22,0.869
2024-05-23,0.851
2024-05-24,0.84
2024-05-27,0.848
2024-05-28,0.84
2024-05-29,0.841
2024-05-30,0.84
2024-05-31,0.839
2024-06-03,0.828
2024-06-04,0.834
2024-06-05,0.831
2024-06-06,0.82
2024-06-07,0.815
2024-06-11,0.816
2024-06-12,0.816
2024-06-13,0.815
2024-06-14,0.833
2024-06-17,0.832
2024-06-18,0.838
2024-06-19,0.827
2024-06-20,0.82
2024-06-21,0.821
2024-06-24,0.813
2024-06-25,0.799
2024-06-26,0.81
2024-06-27,0.801
2024-06-28,0.783
